"","Reporter.Countries","Partner.Countries","Value_YearMean","LongitudeReport","LatitudeReport","LongitudePartner","LatitudePartner"
"900","El Salvador","Germany",3553.6,-88.87164469,13.73943744,10.38578051,51.10698181
"901","El Salvador","Greece",73.8,-88.87164469,13.73943744,22.95555794,39.07469623
"902","El Salvador","Guatemala",0.2,-88.87164469,13.73943744,-90.36482009,15.69403664
"903","El Salvador","Ireland",3.4,-88.87164469,13.73943744,-8.13793569,53.1754487
"904","El Salvador","Israel",1.6,-88.87164469,13.73943744,35.00444693,31.46110101
"905","El Salvador","Italy",2074,-88.87164469,13.73943744,12.07001339,42.79662641
"906","El Salvador","Japan",3177.6,-88.87164469,13.73943744,138.0308956,37.59230135
"907","El Salvador","Jordan",396.4,-88.87164469,13.73943744,36.77136104,31.24579091
"908","El Salvador","Latvia",8.6,-88.87164469,13.73943744,24.91235983,56.85085163
"909","El Salvador","Lebanon",34.4,-88.87164469,13.73943744,35.88016072,33.92306631
"910","El Salvador","Lithuania",4.2,-88.87164469,13.73943744,23.88719355,55.32610984
"911","El Salvador","Malaysia",264.2,-88.87164469,13.73943744,109.6976228,3.78986846
"912","El Salvador","Mexico",44,-88.87164469,13.73943744,-102.5234517,23.94753724
"913","El Salvador","Netherlands",102,-88.87164469,13.73943744,5.28144793,52.1007899
"914","El Salvador","New Zealand",124.6,-88.87164469,13.73943744,171.4849235,-41.81113557
"915","El Salvador","Nicaragua",0.8,-88.87164469,13.73943744,-85.0305297,12.84709429
"916","El Salvador","Norway",54.4,-88.87164469,13.73943744,15.34834656,68.75015572
"917","El Salvador","Paraguay",1.4,-88.87164469,13.73943744,-58.40013703,-23.22823913
"918","El Salvador","Poland",4.4,-88.87164469,13.73943744,19.39012835,52.12759564
"919","El Salvador","Portugal",16,-88.87164469,13.73943744,-8.50104361,39.59550671
"920","El Salvador","Qatar",0.2,-88.87164469,13.73943744,51.18479632,25.30601188
"921","El Salvador","Republic of Korea",743.6,-88.87164469,13.73943744,127.8391609,36.38523983
"922","El Salvador","Russian Federation",47.4,-88.87164469,13.73943744,96.68656112,61.98052209
"923","El Salvador","Saudi Arabia",37.4,-88.87164469,13.73943744,44.53686271,24.12245841
"924","El Salvador","Singapore",28,-88.87164469,13.73943744,103.8172559,1.35876087
"925","El Salvador","South Africa",233,-88.87164469,13.73943744,25.08390093,-29.00034095
"926","El Salvador","Spain",36.4,-88.87164469,13.73943744,-3.64755047,40.24448698
"927","El Salvador","Sweden",681.4,-88.87164469,13.73943744,16.74558049,62.77966519
"928","El Salvador","Switzerland",1.8,-88.87164469,13.73943744,8.20867471,46.79785878
"929","El Salvador","Thailand",0.2,-88.87164469,13.73943744,101.0028813,15.11815794
"930","El Salvador","Turkey",0.6,-88.87164469,13.73943744,35.16895346,39.0616029
"931","El Salvador","Ukraine",56.2,-88.87164469,13.73943744,31.38326469,48.99656673
"932","El Salvador","United Arab Emirates",20.2,-88.87164469,13.73943744,54.3001671,23.90528188
"933","El Salvador","United Kingdom of Great Britain and Northern Ireland",1558.8,-88.87164469,13.73943744,-2.86563164,54.12387156
"934","El Salvador","United States of America",15430.6,-88.87164469,13.73943744,-112.4616737,45.6795472
"935","El Salvador","Uruguay",0.4,-88.87164469,13.73943744,-56.01807053,-32.79951534
"936","El Salvador","Viet Nam",3.6,-88.87164469,13.73943744,106.299147,16.6460167
"937","Estonia","Canada",1.2,25.54248537,58.67192972,-98.30777028,61.36206324
"938","Estonia","Finland",0.8,25.54248537,58.67192972,26.2746656,64.49884603
"939","Estonia","Latvia",0.4,25.54248537,58.67192972,24.91235983,56.85085163
"940","Estonia","Netherlands",7.6,25.54248537,58.67192972,5.28144793,52.1007899
"941","Estonia","Russian Federation",1.2,25.54248537,58.67192972,96.68656112,61.98052209
"942","Estonia","Spain",0.8,25.54248537,58.67192972,-3.64755047,40.24448698
"943","Estonia","United States of America",0.6,25.54248537,58.67192972,-112.4616737,45.6795472
"944","Eswatini","South Africa",1.4,31.4819369,-26.55843045,25.08390093,-29.00034095
"945","Ethiopia","Albania",7.6,39.60080098,8.62278679,20.04983396,41.14244989
"946","Ethiopia","Algeria",7.6,39.60080098,8.62278679,2.61732301,28.15893849
"947","Ethiopia","Argentina",3.4,39.60080098,8.62278679,-65.17980692,-35.3813488
"948","Ethiopia","Armenia",24.4,39.60080098,8.62278679,44.92993276,40.28952569
"949","Ethiopia","Australia",3907.4,39.60080098,8.62278679,134.4910001,-25.73288704
"950","Ethiopia","Austria",14.4,39.60080098,8.62278679,14.1264761,47.58549439
"951","Ethiopia","Azerbaijan",0.2,39.60080098,8.62278679,47.54599879,40.28827235
"952","Ethiopia","Bahrain",0.2,39.60080098,8.62278679,50.54196932,26.04205135
"953","Ethiopia","Belarus",21.4,39.60080098,8.62278679,28.03209307,53.53131377
"954","Ethiopia","Belgium",11022.2,39.60080098,8.62278679,4.64065114,50.63981576
"955","Ethiopia","Bosnia and Herzegovina",16.2,39.60080098,8.62278679,17.76876733,44.17450125
"956","Ethiopia","Bulgaria",52.8,39.60080098,8.62278679,25.21552909,42.76890318
"957","Ethiopia","Côte d'Ivoire",0.6,39.60080098,8.62278679,-5.17,6.49
"958","Ethiopia","Canada",1600.6,39.60080098,8.62278679,-98.30777028,61.36206324
"959","Ethiopia","Chile",11.4,39.60080098,8.62278679,-71.38256213,-37.73070989
"960","Ethiopia","China, Hong Kong SAR",126.2,39.60080098,8.62278679,114.1138045,22.39827737
"961","Ethiopia","China, Macao SAR",9.2,39.60080098,8.62278679,113.5093212,22.22311688
"962","Ethiopia","China, mainland",2230.6,39.60080098,8.62278679,103.8190735,36.56176546
"963","Ethiopia","China, Taiwan Province of",2085.4,39.60080098,8.62278679,120.9542728,23.7539928
"964","Ethiopia","Croatia",4,39.60080098,8.62278679,16.40412899,45.08047631
"965","Ethiopia","Cyprus",53.8,39.60080098,8.62278679,33.0060022,34.91667211
"966","Ethiopia","Democratic People's Republic of Korea",86.6,39.60080098,8.62278679,127.1924797,40.15350311
"967","Ethiopia","Denmark",115.6,39.60080098,8.62278679,10.02800992,55.98125296
"968","Ethiopia","Djibouti",11.4,39.60080098,8.62278679,42.5606754,11.74871806
"969","Ethiopia","Egypt",437.2,39.60080098,8.62278679,29.86190099,26.49593311
"970","Ethiopia","Eritrea",16,39.60080098,8.62278679,38.84617011,15.36186618
"971","Ethiopia","Estonia",46,39.60080098,8.62278679,25.54248537,58.67192972
"972","Ethiopia","Eswatini",5,39.60080098,8.62278679,31.4819369,-26.55843045
"973","Ethiopia","Finland",726.8,39.60080098,8.62278679,26.2746656,64.49884603
"974","Ethiopia","France",8014.4,39.60080098,8.62278679,-2.76172945,42.17344011
"975","Ethiopia","Georgia",26.8,39.60080098,8.62278679,43.50780252,42.16855755
"976","Ethiopia","Germany",33847,39.60080098,8.62278679,10.38578051,51.10698181
"977","Ethiopia","Greece",1067.2,39.60080098,8.62278679,22.95555794,39.07469623
"978","Ethiopia","Hungary",1.2,39.60080098,8.62278679,19.39559116,47.16277506
"979","Ethiopia","Iceland",6.6,39.60080098,8.62278679,-18.57396167,64.99575386
"980","Ethiopia","India",19.2,39.60080098,8.62278679,79.6119761,22.88578212
"981","Ethiopia","Indonesia",38.6,39.60080098,8.62278679,117.2401137,-2.21505456
"982","Ethiopia","Iran (Islamic Republic of)",7,39.60080098,8.62278679,54.27407004,32.57503292
"983","Ethiopia","Ireland",80.8,39.60080098,8.62278679,-8.13793569,53.1754487
"984","Ethiopia","Israel",826.8,39.60080098,8.62278679,35.00444693,31.46110101
"985","Ethiopia","Italy",8447.2,39.60080098,8.62278679,12.07001339,42.79662641
"986","Ethiopia","Japan",19758.6,39.60080098,8.62278679,138.0308956,37.59230135
"987","Ethiopia","Jordan",2554.4,39.60080098,8.62278679,36.77136104,31.24579091
"988","Ethiopia","Kenya",8,39.60080098,8.62278679,37.79593973,0.59988022
"989","Ethiopia","Kuwait",102.4,39.60080098,8.62278679,47.58700459,29.33431262
"990","Ethiopia","Latvia",68.4,39.60080098,8.62278679,24.91235983,56.85085163
"991","Ethiopia","Lebanon",78.6,39.60080098,8.62278679,35.88016072,33.92306631
"992","Ethiopia","Lithuania",10.6,39.60080098,8.62278679,23.88719355,55.32610984
"993","Ethiopia","Madagascar",15.4,39.60080098,8.62278679,46.70473674,-19.37189587
"994","Ethiopia","Malaysia",133.8,39.60080098,8.62278679,109.6976228,3.78986846
"995","Ethiopia","Mauritius",1,39.60080098,8.62278679,57.57120551,-20.27768704
"996","Ethiopia","Mexico",170.2,39.60080098,8.62278679,-102.5234517,23.94753724
"997","Ethiopia","Mongolia",0.6,39.60080098,8.62278679,103.0529977,46.82681544
"998","Ethiopia","Morocco",35.4,39.60080098,8.62278679,-8.45615795,29.83762955
"999","Ethiopia","Netherlands",1138.8,39.60080098,8.62278679,5.28144793,52.1007899
"1000","Ethiopia","New Zealand",612.2,39.60080098,8.62278679,171.4849235,-41.81113557
"1001","Ethiopia","North Macedonia",0.8,39.60080098,8.62278679,21.68211346,41.59530893
"1002","Ethiopia","Norway",185.4,39.60080098,8.62278679,15.34834656,68.75015572
"1003","Ethiopia","Oman",0.4,39.60080098,8.62278679,56.09166155,20.60515333
"1004","Ethiopia","Pakistan",3.6,39.60080098,8.62278679,69.33957937,29.9497515
"1005","Ethiopia","Palestine",11.4,39.60080098,8.62278679,35.19628705,31.91613893
"1006","Ethiopia","Poland",164.4,39.60080098,8.62278679,19.39012835,52.12759564
"1007","Ethiopia","Portugal",407.6,39.60080098,8.62278679,-8.50104361,39.59550671
"1008","Ethiopia","Qatar",134,39.60080098,8.62278679,51.18479632,25.30601188
"1009","Ethiopia","Republic of Korea",9325.4,39.60080098,8.62278679,127.8391609,36.38523983
"1010","Ethiopia","Republic of Moldova",1.4,39.60080098,8.62278679,28.45673372,47.19498804
"1011","Ethiopia","Romania",16.4,39.60080098,8.62278679,24.97293039,45.85243127
"1012","Ethiopia","Russian Federation",2582,39.60080098,8.62278679,96.68656112,61.98052209
"1013","Ethiopia","Saudi Arabia",35139,39.60080098,8.62278679,44.53686271,24.12245841
"1014","Ethiopia","Serbia",6.2,39.60080098,8.62278679,20.78958334,44.2215032
"1015","Ethiopia","Singapore",133,39.60080098,8.62278679,103.8172559,1.35876087
"1016","Ethiopia","Slovakia",1.2,39.60080098,8.62278679,19.47905218,48.70547528
"1017","Ethiopia","Slovenia",191.6,39.60080098,8.62278679,14.80444238,46.11554772
"1018","Ethiopia","Somalia",1.8,39.60080098,8.62278679,45.70714487,4.75062876
"1019","Ethiopia","South Africa",676.2,39.60080098,8.62278679,25.08390093,-29.00034095
"1020","Ethiopia","South Sudan",33.4,39.60080098,8.62278679,30.24790002,7.30877945
"1021","Ethiopia","Spain",2065.8,39.60080098,8.62278679,-3.64755047,40.24448698
"1022","Ethiopia","Sudan",7588.2,39.60080098,8.62278679,29.94046812,15.99035669
"1023","Ethiopia","Sweden",1966.2,39.60080098,8.62278679,16.74558049,62.77966519
"1024","Ethiopia","Switzerland",2011,39.60080098,8.62278679,8.20867471,46.79785878
"1025","Ethiopia","Syrian Arab Republic",38.4,39.60080098,8.62278679,38.50788204,35.02547389
"1026","Ethiopia","Turkey",161.2,39.60080098,8.62278679,35.16895346,39.0616029
"1027","Ethiopia","Ukraine",198.4,39.60080098,8.62278679,31.38326469,48.99656673
"1028","Ethiopia","United Arab Emirates",924.4,39.60080098,8.62278679,54.3001671,23.90528188
"1029","Ethiopia","United Kingdom of Great Britain and Northern Ireland",4071.2,39.60080098,8.62278679,-2.86563164,54.12387156
"1030","Ethiopia","United States of America",19324.2,39.60080098,8.62278679,-112.4616737,45.6795472
"1031","Ethiopia","Viet Nam",195.4,39.60080098,8.62278679,106.299147,16.6460167
"1032","Ethiopia","Yemen",136.8,39.60080098,8.62278679,47.58676189,15.90928005
"1033","Fiji","Tuvalu",1.2,165.4519543,-17.42858032,179.2,-8.5
"1034","Finland","Estonia",654.6,26.2746656,64.49884603,25.54248537,58.67192972
"1035","Finland","France",1.2,26.2746656,64.49884603,-2.76172945,42.17344011
"1036","Finland","Germany",55.4,26.2746656,64.49884603,10.38578051,51.10698181
"1037","Finland","India",4,26.2746656,64.49884603,79.6119761,22.88578212
"1038","Finland","Japan",1,26.2746656,64.49884603,138.0308956,37.59230135
"1039","Finland","Latvia",157.8,26.2746656,64.49884603,24.91235983,56.85085163
"1040","Finland","Lithuania",591.4,26.2746656,64.49884603,23.88719355,55.32610984
"1041","Finland","Netherlands",2.6,26.2746656,64.49884603,5.28144793,52.1007899
"1042","Finland","Norway",0.4,26.2746656,64.49884603,15.34834656,68.75015572
"1043","Finland","Russian Federation",3917.6,26.2746656,64.49884603,96.68656112,61.98052209
"1044","Finland","Sweden",13.6,26.2746656,64.49884603,16.74558049,62.77966519
"1045","Finland","Switzerland",1,26.2746656,64.49884603,8.20867471,46.79785878
"1046","France","Algeria",33,-2.76172945,42.17344011,2.61732301,28.15893849
"1047","France","Austria",4.4,-2.76172945,42.17344011,14.1264761,47.58549439
"1048","France","Bahrain",0.2,-2.76172945,42.17344011,50.54196932,26.04205135
"1049","France","Belgium",1110,-2.76172945,42.17344011,4.64065114,50.63981576
"1050","France","Benin",10.6,-2.76172945,42.17344011,2.32785254,9.6417597
"1051","France","Bulgaria",4.8,-2.76172945,42.17344011,25.21552909,42.76890318
"1052","France","Burkina Faso",0.6,-2.76172945,42.17344011,-1.75456601,12.26953846
"1053","France","Côte d'Ivoire",0.6,-2.76172945,42.17344011,-5.17,6.49
"1054","France","Cambodia",0.4,-2.76172945,42.17344011,104.9069433,12.72004786
"1055","France","Cameroon",0.2,-2.76172945,42.17344011,12.73964156,5.69109849
"1056","France","Canada",0.4,-2.76172945,42.17344011,-98.30777028,61.36206324
"1057","France","Chad",0.4,-2.76172945,42.17344011,18.64492513,15.33333758
"1058","France","China, Hong Kong SAR",4.2,-2.76172945,42.17344011,114.1138045,22.39827737
"1059","France","China, mainland",1.4,-2.76172945,42.17344011,103.8190735,36.56176546
"1060","France","China, Taiwan Province of",1.2,-2.76172945,42.17344011,120.9542728,23.7539928
"1061","France","Comoros",2,-2.76172945,42.17344011,43.68253968,-11.87783444
"1062","France","Congo",0.4,-2.76172945,42.17344011,15.21965762,-0.83787463
"1063","France","Cyprus",5.6,-2.76172945,42.17344011,33.0060022,34.91667211
"1064","France","Czechia",94.6,-2.76172945,42.17344011,15.31240163,49.73341233
"1065","France","Democratic Republic of the Congo",0.2,-2.76172945,42.17344011,23.64396107,-2.87746289
"1066","France","Denmark",25.8,-2.76172945,42.17344011,10.02800992,55.98125296
"1067","France","Djibouti",0.2,-2.76172945,42.17344011,42.5606754,11.74871806
"1068","France","Egypt",1,-2.76172945,42.17344011,29.86190099,26.49593311
"1069","France","Estonia",16.4,-2.76172945,42.17344011,25.54248537,58.67192972
"1070","France","Finland",0.8,-2.76172945,42.17344011,26.2746656,64.49884603
"1071","France","French Polynesia",80.4,-2.76172945,42.17344011,-144.9049439,-14.72227409
"1072","France","Georgia",3.8,-2.76172945,42.17344011,43.50780252,42.16855755
"1073","France","Germany",1026.8,-2.76172945,42.17344011,10.38578051,51.10698181
"1074","France","Greece",29.8,-2.76172945,42.17344011,22.95555794,39.07469623
"1075","France","Guinea",1,-2.76172945,42.17344011,-10.94066612,10.43621593
"1076","France","Hungary",4,-2.76172945,42.17344011,19.39559116,47.16277506
"1077","France","Iceland",0.2,-2.76172945,42.17344011,-18.57396167,64.99575386
"1078","France","Iran (Islamic Republic of)",3,-2.76172945,42.17344011,54.27407004,32.57503292
"1079","France","Iraq",0.8,-2.76172945,42.17344011,43.74353149,33.03970582
"1080","France","Ireland",42.6,-2.76172945,42.17344011,-8.13793569,53.1754487
"1081","France","Italy",602.2,-2.76172945,42.17344011,12.07001339,42.79662641
"1082","France","Japan",0.8,-2.76172945,42.17344011,138.0308956,37.59230135
"1083","France","Jordan",0.2,-2.76172945,42.17344011,36.77136104,31.24579091
"1084","France","Kuwait",1.6,-2.76172945,42.17344011,47.58700459,29.33431262
"1085","France","Latvia",68,-2.76172945,42.17344011,24.91235983,56.85085163
"1086","France","Lebanon",68.8,-2.76172945,42.17344011,35.88016072,33.92306631
"1087","France","Lithuania",14.8,-2.76172945,42.17344011,23.88719355,55.32610984
"1088","France","Luxembourg",125,-2.76172945,42.17344011,6.07182201,49.76725361
"1089","France","Mali",1,-2.76172945,42.17344011,-3.54269065,17.34581581
"1090","France","Malta",0.4,-2.76172945,42.17344011,14.40523316,35.92149632
"1091","France","Mauritania",1.2,-2.76172945,42.17344011,-10.34779815,20.25736706
"1092","France","Mauritius",12.8,-2.76172945,42.17344011,57.57120551,-20.27768704
"1093","France","Mexico",0.6,-2.76172945,42.17344011,-102.5234517,23.94753724
"1094","France","Morocco",8.8,-2.76172945,42.17344011,-8.45615795,29.83762955
"1095","France","Netherlands",111,-2.76172945,42.17344011,5.28144793,52.1007899
"1096","France","New Caledonia",44.4,-2.76172945,42.17344011,165.6849237,-21.29991806
"1097","France","Niger",0.2,-2.76172945,42.17344011,9.38545882,17.41912493
"1098","France","Nigeria",0.2,-2.76172945,42.17344011,8.08943895,9.59411452
"1099","France","Norway",25.6,-2.76172945,42.17344011,15.34834656,68.75015572
"1100","France","Oman",1.8,-2.76172945,42.17344011,56.09166155,20.60515333
"1101","France","Poland",147.8,-2.76172945,42.17344011,19.39012835,52.12759564
"1102","France","Portugal",7.4,-2.76172945,42.17344011,-8.50104361,39.59550671
"1103","France","Qatar",4,-2.76172945,42.17344011,51.18479632,25.30601188
"1104","France","Republic of Korea",17.6,-2.76172945,42.17344011,127.8391609,36.38523983
"1105","France","Romania",16.6,-2.76172945,42.17344011,24.97293039,45.85243127
"1106","France","Russian Federation",13.4,-2.76172945,42.17344011,96.68656112,61.98052209
"1107","France","Saudi Arabia",12,-2.76172945,42.17344011,44.53686271,24.12245841
"1108","France","Senegal",50.2,-2.76172945,42.17344011,-14.4734924,14.36624173
"1109","France","Singapore",0.4,-2.76172945,42.17344011,103.8172559,1.35876087
"1110","France","Slovakia",3.6,-2.76172945,42.17344011,19.47905218,48.70547528
"1111","France","Slovenia",0.2,-2.76172945,42.17344011,14.80444238,46.11554772
"1112","France","Spain",215.6,-2.76172945,42.17344011,-3.64755047,40.24448698
"1113","France","Sweden",4.2,-2.76172945,42.17344011,16.74558049,62.77966519
